Keyword,Currency,Avg. monthly searches,Thay ??i trong ba tháng,Thay ??i so v?i cùng k? n?m tr??c,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025
n??c hoa sauvage dior n?,VND,10,0%,0%,Cao,97,,,,,,,,10,10,10,10,20,10,0,10,10,10,10,10
n??c hoa chanel gabrielle 100ml,VND,40,-25%,-40%,Cao,99,249,1679,,,,,,30,40,40,40,40,30,50,40,30,40,30,30
n??c hoa chanel paris,VND,70,0%,-59%,Cao,100,191,1399,,,,,,110,110,110,70,50,50,70,70,70,70,70,70
nuoc hoa narciso,VND,390,0%,-19%,Cao,100,349,1837,,,,,,390,390,390,590,320,320,390,390,590,480,390,480
moschino n??c hoa,VND,170,0%,24%,Cao,100,453,1690,,,,,,140,140,170,140,140,110,140,210,170,210,210,210
n??c hoa nu,VND,14800,0%,0%,Trung bình,62,1090,5767,,,,,,14800,22200,22200,14800,12100,12100,14800,14800,12100,14800,14800,14800
narciso h?ng nh?t,VND,260,-18%,0%,Cao,100,529,1974,,,,,,260,320,320,210,260,260,260,260,320,390,320,320
giá n??c hoa chanel no5,VND,30,0%,-40%,Cao,96,185,4960,,,,,,50,50,50,40,40,30,20,20,30,30,30,30
chanel n?,VND,210,52%,23%,Cao,95,225,1147,,,,,,210,260,210,170,170,140,170,170,210,210,260,320
n??c hoa lavender,VND,110,0%,-35%,Cao,100,238,1718,,,,,,90,110,140,110,140,140,90,90,110,110,90,110
n??c hoa h??ng g? cho nam,VND,70,57%,0%,Cao,100,150,1399,,,,,,70,110,70,50,50,50,40,70,50,70,90,110
n??c hoa cho nam gi?i,VND,140,-44%,-95%,Cao,100,242,2195,,,,,,480,320,260,50,110,50,30,20,10,90,70,50
n??c hoa ??ng c?p cho n?,VND,10,0%,0%,Cao,100,371,2837,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
kinh doanh n??c hoa online,VND,20,-50%,-50%,Cao,71,,,,,,,,10,30,30,20,20,20,10,10,10,20,10,10
n??c hoa 212 vip,VND,110,0%,-57%,Cao,100,198,2848,,,,,,140,140,170,110,110,110,90,90,90,90,90,90
n??c hoa le labo another 13,VND,210,-47%,-65%,Cao,100,284,1885,,,,,,260,260,260,170,140,170,210,210,210,320,210,170
n??c hoa jimmy choo man,VND,90,0%,-18%,Cao,98,396,2092,,,,,,90,90,90,70,90,70,70,70,70,90,90,90
n??c hoa chanel no5 chính hãng,VND,90,0%,-50%,Cao,100,502,5142,,,,,,90,140,110,90,70,50,70,90,70,70,110,70
le labo 13 chính hãng,VND,110,-18%,-46%,Cao,99,512,2452,,,,,,170,210,140,70,50,90,90,90,110,170,110,140
n??c hoa jo malone london,VND,210,86%,-19%,Cao,100,235,1987,,,,,,480,260,260,170,110,140,140,140,210,210,210,390
n??c hoa azzaro,VND,170,24%,24%,Cao,100,319,1767,,,,,,170,170,210,170,140,170,210,170,140,210,210,260
n??c hoa charme guility,VND,140,22%,-48%,Cao,100,1287,2091,,,,,,140,140,140,110,170,140,140,170,110,90,90,110
giá n??c hoa,VND,170,-33%,-46%,Cao,100,390,1679,,,,,,170,210,210,140,110,110,140,170,110,210,140,140
dolce & gabbana n??c hoa n?,VND,170,0%,-33%,Cao,99,254,1679,,,,,,170,260,210,170,170,140,140,140,140,140,140,140
n??c hoa acqua di gio nam,VND,110,0%,56%,Cao,100,755,2621,,,,,,170,140,90,50,90,50,140,110,140,140,140,140
n??c hoa n? burberry,VND,90,-18%,-36%,Cao,93,738,4105,,,,,,110,110,140,90,70,50,90,90,70,110,70,90
n??c hoa le labo cho nam,VND,40,-50%,-78%,Cao,100,158,1830,,,,,,50,70,40,30,30,20,50,40,30,40,20,20
n??c hoa black opimun 50ml,VND,20,-100%,-100%,Không xác ??nh,,,,,,,,,40,90,20,10,10,30,10,20,10,10,0,0
n??c hoa coach nam,VND,170,21%,-19%,Cao,97,362,2680,,,,,,170,170,210,140,170,140,170,170,170,140,170,170
n??c hoa roja elysium,VND,260,24%,-19%,Cao,100,209,2412,,,,,,210,260,320,260,210,210,260,260,210,210,260,260
n??c hoa chanel mini,VND,50,-29%,-29%,Cao,100,,,,,,,,70,40,70,70,50,40,50,40,70,70,40,50
n??c hoa nam r?,VND,40,25%,25%,Cao,100,1290,2885,,,,,,40,40,50,50,40,30,40,20,40,40,30,50
n??c hoa uomo,VND,90,0%,-21%,Cao,100,398,3054,,,,,,140,110,110,90,70,70,50,90,110,110,90,110
n??c hoa n?i ti?ng,VND,170,-33%,-18%,Cao,100,165,1652,,,,,,140,140,170,140,140,140,140,260,140,210,140,140
n??c hoa th?m lâu cho nam,VND,30,300%,33%,Cao,100,266,2913,,,,,,50,30,40,40,20,50,30,30,20,10,40,40
nuoc hoa nam chinh hang,VND,260,-65%,-65%,Cao,100,1114,4804,,,,,,320,210,390,210,210,210,260,320,260,260,170,90
n??c hoa bím,VND,170,0%,-33%,Cao,99,289,3469,,,,,,170,210,170,170,140,140,170,170,110,140,110,140
n??c hoa chanel 100ml,VND,50,0%,-29%,Cao,100,272,2091,,,,,,40,50,50,30,30,40,40,50,30,50,50,50
n??c hoa cho nam chính hãng,VND,40,-40%,-40%,Cao,100,599,2989,,,,,,10,40,30,30,30,70,20,20,20,50,50,30
n??c hoa delina exclusif,VND,320,-18%,-46%,Cao,100,282,2091,,,,,,480,480,480,320,320,260,260,320,480,390,320,320
n??c hoa cartier,VND,260,-19%,-33%,Cao,93,205,2197,,,,,,320,320,320,260,260,260,210,260,260,320,320,260
n??c hoa ferragamo,VND,140,24%,0%,Cao,100,409,4228,,,,,,140,170,140,110,170,90,110,170,140,170,170,210
n??c hoa lacoste n?,VND,210,-19%,-35%,Cao,100,718,4534,,,,,,170,260,320,210,210,210,170,210,210,210,210,170
n??c hoa dior sauvage n?,VND,140,-18%,-46%,Cao,100,138,1679,,,,,,210,210,140,110,110,110,110,110,110,170,140,140
n??c hoa kilian ??,VND,210,0%,-34%,Cao,100,340,1734,,,,,,260,320,210,210,210,140,170,170,140,210,210,210
n??c hoa n? charme,VND,70,29%,-18%,Cao,100,694,1409,,,,,,70,90,110,50,70,50,70,40,70,70,70,90
d?u th?m le labo,VND,70,-44%,-64%,Cao,100,227,1214,,,,,,110,70,70,70,40,30,40,70,70,90,70,50
n??c hoa olympea,VND,90,-22%,-59%,Cao,100,486,2093,,,,,,140,110,140,110,70,70,70,90,70,90,70,70
n??c hoa chanel h?ng 100ml,VND,90,-18%,-18%,Cao,99,1042,14875,,,,,,90,110,110,70,110,90,90,70,70,110,90,90
n??c hoa gucci guilty n?,VND,260,-34%,-56%,Cao,100,573,2195,,,,,,390,390,320,260,260,210,260,260,260,320,260,210
versace pour homme 5ml,VND,30,600%,133%,Cao,100,1531,3198,,,,,,20,30,40,20,30,50,10,20,10,10,30,70
nuoc hoa 13,VND,110,0%,-18%,Cao,99,416,1679,,,,,,110,140,140,90,90,90,110,110,110,140,110,140
n??c hoa gucci bamboo,VND,170,0%,-35%,Cao,97,286,2360,,,,,,210,260,210,140,170,170,170,210,140,170,140,170
narciso h?ng lùn,VND,170,-19%,-19%,Cao,100,874,2399,,,,,,140,210,210,140,170,140,210,140,170,210,210,170
n??c hoa gucci flora h?ng,VND,140,0%,-33%,Cao,100,872,2545,,,,,,140,170,170,110,90,110,110,110,90,140,110,140
mua n??c hoa n?,VND,10,0%,100%,Cao,100,2168,9948,,,,,,20,20,10,10,10,10,10,10,10,20,20,20
n??c hoa kenzo n?,VND,140,-36%,-65%,Cao,100,1207,10006,,,,,,170,260,210,170,110,90,110,110,110,140,70,90
burberry n??c hoa n?,VND,110,0%,-21%,Cao,100,215,2366,,,,,,170,110,140,90,70,70,90,110,110,110,110,110
n??c hoa nh? nhàng th?m lâu cho n?,VND,70,0%,-36%,Cao,99,218,2124,,,,,,70,110,90,20,50,50,70,70,50,70,50,70
n??c hoa nam ???c ?a chu?ng,VND,10,0%,0%,Cao,100,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa karri chính hãng,VND,50,-25%,-73%,Cao,100,,,,,,,,90,110,70,50,50,40,30,40,50,40,30,30
n??c hoa oriflame n?,VND,140,-33%,-33%,Cao,97,1416,3004,,,,,,140,210,260,90,90,110,70,140,170,210,140,140
chanel chance xanh,VND,260,0%,-34%,Cao,97,382,16828,,,,,,260,260,390,260,260,210,170,210,170,210,170,210
d?u th?m burberry n?,VND,90,-36%,-36%,Cao,97,220,1890,,,,,,110,140,110,70,70,90,90,140,90,110,70,70
n??c hoa con ng?a,VND,320,22%,-19%,Cao,95,,,,,,,,320,390,320,320,260,260,320,390,260,320,320,390
n??c hoa bvlgari tím,VND,50,0%,40%,Cao,99,476,2411,,,,,,50,70,50,50,50,40,30,40,40,70,50,70
giá n??c hoa ysl n?,VND,50,-29%,0%,Cao,100,161,1272,,,,,,40,50,70,50,40,40,50,50,50,70,40,50
1 million n??c hoa,VND,50,-43%,-20%,Cao,94,,,,,,,,50,50,30,30,20,30,20,40,90,70,90,40
168 nuoc hoa,VND,20,200%,50%,Cao,80,1122,5904,,,,,,20,10,20,20,20,20,20,20,10,10,20,30
212 n??c hoa n?,VND,10,100%,0%,Cao,100,249,1508,,,,,,20,10,20,10,10,10,20,20,10,10,10,20
212 n?,VND,20,0%,0%,Cao,94,,,,,,,,30,20,30,20,20,20,20,20,10,20,20,20
212 sexy nam,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
212 sexy n?,VND,30,-50%,-60%,Trung bình,36,,,,,,,,20,30,20,30,20,30,10,20,30,40,30,20
3.44207E+12,VND,0,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
3.44207E+12,VND,10,0%,-80%,Cao,82,1530,3174,,,,,,30,40,40,10,10,10,10,10,10,10,0,10
3.44207E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,20,0,0,10,10,10,10,10
3.61427E+12,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
8.88501E+12,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
8.93615E+12,VND,10,?,0%,Th?p,0,,,,,,,,10,0,10,10,0,0,10,0,10,0,0,10
8.93615E+12,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,0,0,10,0,0,0,0,0,10,10,0,0
8.93619E+12,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,10,0,10,10,10,0,10,0,10,10,0,0
8.93619E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,10,0,10,0,0,10,0,10
8.93619E+12,VND,10,0%,?,Th?p,0,,,,,,,,0,0,10,0,10,0,0,0,0,10,0,10
8.93619E+12,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,10,0,0,0,10,10,0,0,0,0,10,0
8.93619E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,0,0,10,10,10,0,10,0,10
8.93619E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,0,0,20,10,0,10,10,10,10,10,10
8.93619E+12,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,0,10,10,10,0,0,10,10,0,0
8.93619E+12,VND,20,100%,0%,Cao,81,,,,,,,,30,20,20,10,10,10,20,30,20,10,20,20
8.93619E+12,VND,10,?,0%,Trung bình,50,,,,,,,,10,10,10,10,10,0,10,10,10,0,10,10
8.93619E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
8.93619E+12,VND,10,?,0%,Th?p,0,,,,,,,,10,10,10,10,10,10,10,0,0,0,10,10
8.93619E+12,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,0,10,10,10,10,0,0,10,10,10,0
8.93619E+12,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,0,0,0,10,10,10,0,0,0,0,0,0
8.93619E+12,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,0,0,0,0,0,10,10,0,10,0,0
8.93619E+12,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,0,0,10,0,10,10,10,10,0,10,0,0
8.93619E+12,VND,10,0%,0%,Th?p,0,,,,,,,,20,10,10,0,0,10,10,10,10,10,10,10
8.93619E+12,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,0,0,10,0,0,0,0,10,10,0,0
8.93619E+12,VND,10,?,0%,Th?p,0,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,10
8.9385E+12,VND,10,0%,0%,Th?p,9,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
8.93851E+12,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,20,10
8.93851E+12,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,0,10,0,10,10,10,10
8.93851E+12,VND,10,0%,0%,Cao,100,,,,,,,,20,10,20,10,10,10,10,10,10,20,10,20
8.93851E+12,VND,50,-57%,-67%,Cao,94,694,29107,,,,,,70,70,90,50,50,40,50,40,70,70,70,30
8.93851E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
8.93851E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
8.93851E+12,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
8.93851E+12,VND,30,-33%,-33%,Cao,95,,,,,,,,40,20,50,40,20,30,10,20,20,30,30,20
8.93851E+12,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,10,10,0,0,0,0,10,0,0,0,0,0
acqua di gio giorgio armani n?,VND,10,0%,0%,Cao,100,,,,,,,,10,0,10,0,0,0,10,10,0,10,0,10
acqua di gio n?,VND,90,-22%,600%,Cao,98,1447,3465,,,,,,30,70,140,140,140,110,110,140,90,90,90,70
acqua di parma vi?t nam,VND,10,0%,0%,Cao,100,,,,,,,,10,0,10,10,10,10,10,10,0,10,0,10
adidas n??c hoa,VND,40,-40%,-25%,Cao,99,2197,6964,,,,,,40,50,50,30,40,40,40,40,40,50,30,30
adore charme,VND,20,0%,-33%,Cao,97,,,,,,,,30,20,10,10,20,20,10,30,10,20,10,20
alaia n??c hoa,VND,30,-20%,-20%,Cao,85,,,,,,,,50,40,50,30,20,20,20,20,40,50,40,40
another 13 cho nam hay n?,VND,10,0%,-50%,Cao,80,,,,,,,,50,10,10,10,10,10,10,10,10,10,10,10
another 13 là n??c hoa nam hay n?,VND,10,100%,100%,Cao,88,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
another 13 nam hay n?,VND,20,100%,-33%,Cao,79,,,,,,,,20,40,10,30,10,20,10,10,10,10,40,20
areon vi?t nam,VND,40,-20%,100%,Cao,93,1508,5955,,,,,,20,50,30,30,40,70,30,20,40,50,50,40
armaf club de nuit women edp,VND,70,-50%,0%,Cao,100,1395,3164,,,,,,70,90,90,40,50,70,50,50,70,140,90,70
armani n??c hoa,VND,210,-19%,-47%,Cao,99,319,2059,,,,,,260,260,260,210,210,210,170,170,170,210,170,170
armani n??c hoa n?,VND,20,50%,-25%,Cao,100,422,2583,,,,,,20,20,20,20,10,10,10,10,10,20,20,30
authentic n??c hoa,VND,20,100%,-33%,Cao,100,509,2092,,,,,,20,20,30,20,20,10,10,10,10,10,10,20
aventus n??c hoa,VND,90,0%,0%,Cao,100,852,2499,,,,,,90,90,110,110,70,50,70,110,90,90,90,90
avon n??c hoa,VND,10,0%,100%,Cao,99,,,,,,,,10,10,10,10,10,10,10,10,10,20,30,20
balenciaga n??c hoa,VND,20,100%,33%,Cao,95,,,,,,,,30,20,20,20,20,30,20,10,10,20,20,40
banana republic n??c hoa,VND,50,40%,-22%,Cao,100,,,,,,,,110,90,70,50,50,50,30,40,40,50,40,70
bcbgmaxazria n??c hoa,VND,30,100%,33%,Cao,90,,,,,,,,30,40,20,30,30,20,10,30,10,20,30,40
black opium perfume giá,VND,10,0%,0%,Cao,100,,,,,,,,10,0,10,0,0,10,0,10,10,10,10,10
blanche n??c hoa,VND,40,75%,250%,Cao,100,199,1679,,,,,,20,50,40,30,20,90,30,50,30,40,50,70
bleu chanel n?,VND,30,50%,0%,Cao,100,461,2412,,,,,,30,40,30,30,30,20,20,70,50,20,20,30
bleu de chanel c?a nam hay n?,VND,10,0%,0%,Trung bình,34,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
bleu de chanel là n??c hoa nam hay n?,VND,10,0%,-50%,Cao,88,,,,,,,,30,10,10,10,10,10,10,10,10,10,20,10
bleu de chanel n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
bleu de chanel n? dùng ???c không,VND,10,0%,0%,Th?p,20,,,,,,,,10,10,20,10,10,10,10,10,10,10,20,10
bleu edp 10ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,0,0,10,0,0,10,10,10
blue n??c hoa,VND,170,21%,0%,Cao,100,535,13357,,,,,,170,170,170,110,140,110,170,170,170,140,170,170
blv n??c hoa,VND,40,-25%,-57%,Cao,98,,,,,,,,90,50,50,20,30,30,30,20,30,40,40,30
bottega veneta n??c hoa,VND,20,0%,200%,Cao,90,,,,,,,,20,30,20,30,10,20,10,20,10,30,10,30
brand n??c hoa vi?t nam,VND,50,0%,40%,Cao,82,,,,,,,,40,70,50,50,70,70,50,50,50,70,50,70
burberry d?u th?m,VND,20,50%,0%,Cao,100,269,1395,,,,,,30,20,10,30,10,30,20,20,20,20,20,30
burberry n??c hoa nam,VND,110,27%,0%,Cao,100,256,1705,,,,,,140,140,140,70,70,70,90,110,110,110,170,140
burberry n?,VND,110,0%,0%,Cao,98,256,1814,,,,,,110,110,140,110,90,90,90,110,110,110,110,110
burberry n? n??c hoa,VND,10,-50%,-50%,Cao,100,,,,,,,,20,20,10,10,20,10,10,10,10,20,10,10
burberry the beat n?,VND,10,0%,-50%,Cao,88,,,,,,,,20,40,10,10,10,10,10,10,20,10,10,10
burberry weekend n?,VND,20,-75%,-67%,Cao,90,,,,,,,,20,40,30,20,20,10,10,20,20,40,10,10
burberry weekend n? 100ml,VND,10,0%,-100%,Không xác ??nh,,,,,,,,,0,10,10,0,0,0,0,0,0,0,0,0
burberry weekend n? 30ml,VND,10,0%,-50%,Cao,100,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
bvlgari nam,VND,40,-50%,-33%,Cao,100,,,,,,,,30,40,40,30,40,30,30,40,50,40,30,20
bvlgari n??c hoa n?,VND,30,0%,0%,Cao,99,488,2978,,,,,,30,20,30,30,20,40,30,30,20,30,20,30
bvlgari n?,VND,20,-50%,-50%,Cao,100,,,,,,,,30,30,20,20,20,20,30,10,10,20,10,10
bvlgari perfume vietnam,VND,10,0%,?,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
bán n??c hoa le labo,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,0,0,10,10,10,10,10,0,0
bán n??c hoa uy tín t?i hà n?i,VND,10,0%,-67%,Cao,100,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
bán n??c hoa ?à n?ng,VND,10,0%,?,Trung bình,60,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
b?n dupe n??c hoa,VND,50,-43%,-43%,Cao,84,,,,,,,,50,90,70,50,40,40,40,70,70,70,50,40
cac hang nuoc hoa noi tieng,VND,10,0%,0%,Cao,75,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
calvin klein n??c hoa n?,VND,70,-22%,-36%,Cao,100,492,1828,,,,,,70,90,90,70,70,70,70,90,50,90,90,70
carolina herrera n??c hoa,VND,10,100%,100%,Cao,96,,,,,,,,20,30,20,10,10,10,10,10,10,10,20,20
chai le labo 13,VND,10,0%,0%,Cao,71,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
chai narciso h?ng,VND,20,-67%,-50%,Cao,100,232,1343,,,,,,10,30,20,20,10,20,20,10,30,30,30,10
chai n??c hoa mini,VND,20,-67%,-50%,Cao,100,,,,,,,,20,20,20,20,10,10,20,20,20,30,30,10
chai n??c hoa scandal,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,30,10,10,10,10,10,10,10,10,10
chance chanel vàng,VND,30,150%,0%,Cao,100,,,,,,,,30,20,20,10,30,30,10,20,30,20,30,50
chance h?ng edp,VND,30,-33%,0%,Cao,80,,,,,,,,20,10,30,20,30,30,30,30,30,30,30,20
chanel allure n?,VND,50,0%,-22%,Cao,98,1050,39285,,,,,,70,70,40,30,40,30,30,40,50,70,70,70
chanel bleu giá,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
chanel chance h?ng 100ml,VND,10,200%,200%,Cao,100,2975,16834,,,,,,10,10,10,10,20,10,20,20,10,10,10,30
chanel chance h?ng edt,VND,40,0%,-67%,Cao,91,7917,13478,,,,,,40,50,50,40,40,40,30,30,40,30,20,30
chanel chance vàng edp,VND,40,-25%,-73%,Cao,79,,,,,,,,90,70,70,30,50,30,20,20,10,40,30,30
chanel chance vàng edp 100ml,VND,10,0%,0%,Cao,93,,,,,,,,10,10,10,10,10,10,20,10,10,10,10,10
chanel chance vàng edt,VND,30,0%,-67%,Cao,82,,,,,,,,50,50,20,30,30,20,50,20,10,30,20,30
chanel chance xanh 100ml,VND,10,0%,-50%,Cao,71,,,,,,,,20,10,10,20,10,10,10,20,10,10,10,10
chanel cho n?,VND,10,-50%,-50%,Cao,100,133,1489,,,,,,10,10,20,10,10,10,10,10,10,20,10,10
chanel coco 100ml giá,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,0,10,10,10,0,10,10,10
chanel coco giá,VND,50,40%,0%,Cao,92,141,1055,,,,,,50,50,50,30,40,30,70,40,40,50,70,70
chanel coco mademoiselle edp 100ml chu?n perfume,VND,0,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
chanel coco mademoiselle giá,VND,50,0%,0%,Cao,95,772,17834,,,,,,40,40,40,30,40,30,90,20,20,50,90,50
chanel coco mademoiselle the gi?i n??c hoa,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
chanel coco noir 100ml giá,VND,10,0%,0%,Không xác ??nh,,,,,,,,,10,10,0,10,0,10,0,10,0,0,0,0
chanel coco n??c hoa,VND,20,0%,-50%,Cao,100,,,,,,,,50,30,10,10,20,20,20,10,10,10,30,10
chanel h?ng 100ml,VND,50,40%,0%,Cao,100,880,7941,,,,,,40,40,30,20,40,40,30,70,50,50,70,70
chanel h?ng 100ml edp,VND,10,0%,?,Cao,79,,,,,,,,10,10,10,0,10,0,0,10,0,10,0,10
chanel h?ng 50ml,VND,40,-29%,0%,Cao,96,168,7941,,,,,,30,50,50,20,20,30,30,30,30,70,40,50
chanel n5 100ml phiên b?n ??c bi?t 100 n?m,VND,0,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
chanel n5 ??,VND,30,0%,-40%,Cao,93,,,,,,,,30,20,50,30,30,10,20,30,30,30,30,30
chanel no5 100ml giá bao nhi?u,VND,40,300%,-20%,Cao,100,1306,15872,,,,,,110,90,90,10,10,10,10,10,10,10,70,40
chanel no5 l eau ??,VND,50,-20%,-56%,Cao,100,,,,,,,,70,90,110,70,50,50,50,50,50,50,30,40
chanel no5 nam,VND,20,0%,0%,Cao,100,,,,,,,,40,10,20,20,10,10,20,20,30,20,30,20
chanel no5 ?? 100ml,VND,20,100%,0%,Cao,94,,,,,,,,20,30,20,20,10,10,10,10,10,10,10,20
chanel nu,VND,30,0%,0%,Cao,98,197,1270,,,,,,30,30,30,30,50,20,20,20,20,30,40,30
chanel nuoc hoa nam,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,20,10,10,10,10,10,10,10,10
chanel n??c hoa cho n?,VND,10,0%,-67%,Cao,100,,,,,,,,10,20,10,10,10,0,0,10,10,10,10,10
chanel n? chính hãng,VND,10,0%,?,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
chanel perfume vietnam,VND,20,-75%,-67%,Cao,100,,,,,,,,30,20,10,20,30,10,10,10,20,40,20,10
chanel xanh 100ml,VND,20,50%,-25%,Cao,80,,,,,,,,20,30,20,20,50,30,20,10,10,20,10,30
chanel xanh 50ml,VND,10,0%,0%,Cao,95,,,,,,,,10,30,10,10,10,20,10,10,10,10,10,10
chanel ?en n?,VND,20,-33%,-33%,Cao,99,,,,,,,,10,10,30,30,20,20,20,20,20,30,20,20
charme adore,VND,70,40%,-22%,Cao,100,1266,2295,,,,,,90,70,90,40,50,50,70,50,50,50,70,70
charme adore 100ml,VND,20,-50%,-67%,Cao,100,,,,,,,,10,10,30,20,20,20,10,10,10,20,10,10
charme adore 50ml,VND,20,300%,33%,Cao,76,,,,,,,,30,40,30,20,20,10,10,10,20,10,20,40
charme chance 30ml,VND,10,-50%,-50%,Cao,90,,,,,,,,10,20,20,10,10,10,10,10,10,20,10,10
charme cool,VND,20,0%,0%,Cao,100,,,,,,,,30,20,30,10,10,10,10,10,10,20,20,20
charme giò 25ml,VND,10,?,0%,Th?p,0,,,,,,,,10,10,10,0,0,10,10,0,0,0,10,10
charme guility 100ml giá bao nhi?u,VND,10,0%,0%,Không xác ??nh,,,,,,,,,10,0,10,10,10,10,0,10,0,0,10,0
charme guility 50ml,VND,20,-50%,0%,Cao,85,,,,,,,,10,30,20,20,20,30,20,10,10,20,10,10
charme hd 10ml,VND,10,?,0%,Cao,100,,,,,,,,10,10,10,0,10,10,10,0,10,0,10,10
charme hd 65ml,VND,10,0%,0%,Trung bình,43,,,,,,,,10,10,10,20,10,10,10,10,10,10,10,10
charme just for you 30ml,VND,10,-50%,0%,Cao,96,,,,,,,,0,10,10,10,10,10,10,70,20,20,10,10
charme just for you 50ml,VND,10,0%,0%,Cao,89,,,,,,,,10,20,30,10,10,10,10,10,10,10,10,10
charme lady 100ml,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,0,10,10,10,10,0,0,10,0,0
charme monopoly,VND,10,0%,-50%,Th?p,0,,,,,,,,20,10,10,10,20,10,10,10,10,10,10,10
charme monopoly 100ml,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,10,10,10,10,0,0,0,0,0,10,0
charme n??c hoa n?,VND,40,67%,67%,Cao,95,694,1290,,,,,,40,50,40,20,30,30,50,40,20,30,40,50
charme n?,VND,40,-25%,-73%,Cao,100,694,1290,,,,,,90,70,40,50,40,30,30,50,30,40,40,30
charme omnia,VND,50,-44%,67%,Cao,96,694,1828,,,,,,30,30,30,30,30,90,70,90,50,90,70,50
charme omnia 35ml,VND,10,0%,-50%,Cao,98,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
charme omnia 75ml,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
charme omnia crystal,VND,20,-50%,-50%,Cao,93,,,,,,,,10,20,30,10,20,10,20,20,20,20,20,10
charme omnia crystal 30ml,VND,10,0%,0%,Cao,90,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
charme omnia crystal 35ml,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,0,10,10,10,0,10,0,0,0,10,0,0
charme omnia crystal 75ml,VND,20,0%,-50%,Cao,93,,,,,,,,20,30,30,10,20,20,10,10,10,10,20,10
